,external_gene_name,ate,lower_bound,upper_bound
ENSG00000160145.14,KALRN,-11.542,-21.142,-2.5418
ENSG00000156218.11,ADAMTSL3,-12.009,-23.409000000000002,-1.8087
ENSG00000174099.9,MSRB3,-12.100999999999999,-21.601,-2.1011
ENSG00000136436.13,CALCOCO2,-12.613,-21.213,-2.9132
ENSG00000117020.15,AKT3,-13.503,-24.803,-2.0031
ENSG00000138193.13,PLCE1,-14.306,-25.105999999999998,-3.2058
ENSG00000147257.12,GPC3,-16.328,-33.228,0.17221
ENSG00000186260.15,MRTFB,-17.47,-31.87,-4.1697
ENSG00000150687.10,PRSS23,-19.055,-33.855,-3.555
ENSG00000143196.4,DPT,-19.355,-32.355,-6.6548
ENSG00000148516.20,ZEB1,-19.666,-32.566,-5.7662
ENSG00000137033.10,IL33,-20.519000000000002,-36.419000000000004,-4.5195
ENSG00000206538.6,VGLL3,-20.96,-35.66,-6.7597
ENSG00000101265.14,RASSF2,-21.741,-40.941,-2.2414
ENSG00000117519.14,CNN3,-21.859,-41.458999999999996,-3.3591
ENSG00000177119.14,ANO6,-22.087,-41.687,-1.8867
ENSG00000069667.14,RORA,-22.43,-39.93,-5.7301
ENSG00000137831.13,UACA,-27.035999999999998,-50.236000000000004,-2.7356
ENSG00000144724.17,PTPRG,-29.287,-52.287,-7.3874
ENSG00000143248.11,RGS5,-31.502,-54.902,-7.8021
ENSG00000163453.10,IGFBP7,-33.15,-58.55,-6.4498
ENSG00000065534.17,MYLK,-33.421,-74.421,8.8792
ENSG00000079819.15,EPB41L2,-34.067,-55.266999999999996,-11.067
ENSG00000152402.9,GUCY1A2,-34.891999999999996,-62.092,-7.6917
ENSG00000122786.18,CALD1,-36.513000000000005,-70.21300000000001,-1.7127
ENSG00000196159.10,FAT4,-38.409,-61.608999999999995,-16.109
ENSG00000142192.19,APP,-42.956,-75.756,-8.9563
ENSG00000213949.7,ITGA1,-62.375,-106.28,-15.675
ENSG00000151914.16,DST,-170.01,-348.41,9.9894
ENSG00000115306.14,SPTBN1,-358.05,-600.25,-93.45100000000001
