,external_gene_name,ate,lower_bound,upper_bound
ENSG00000136436.13,CALCOCO2,-7.3585,-18.758,3.8415
ENSG00000106823.11,ECM2,-7.7158,-15.616,0.68421
ENSG00000117020.15,AKT3,-7.8041,-20.304000000000002,5.4959
ENSG00000078596.9,ITM2A,-7.8076,-14.908,-0.9076299999999999
ENSG00000185008.16,ROBO2,-7.8622,-17.662,3.2378
ENSG00000150636.14,CCDC102B,-8.041,-16.141,-0.141
ENSG00000174099.9,MSRB3,-8.647,-20.546999999999997,4.053
ENSG00000156218.11,ADAMTSL3,-10.021,-21.021,0.77887
ENSG00000148516.20,ZEB1,-10.414000000000001,-25.214000000000002,5.8861
ENSG00000138193.13,PLCE1,-11.220999999999998,-23.820999999999998,1.2792
ENSG00000160145.14,KALRN,-11.259,-23.959,1.7408
ENSG00000206538.6,VGLL3,-12.325999999999999,-29.826,3.9738
ENSG00000186260.15,MRTFB,-13.054,-28.854,3.1458
ENSG00000177119.14,ANO6,-13.472000000000001,-38.772,11.427999999999999
ENSG00000143196.4,DPT,-15.549000000000001,-29.049,-2.9492
ENSG00000147257.12,GPC3,-15.927,-32.327,1.9728
ENSG00000137831.13,UACA,-16.279,-43.778999999999996,12.421
ENSG00000122786.18,CALD1,-17.17,-59.67,25.63
ENSG00000137033.10,IL33,-18.188,-35.588,-0.68772
ENSG00000117519.14,CNN3,-18.292,-42.292,5.6077
ENSG00000069667.14,RORA,-20.455,-38.055,-2.2546
ENSG00000065534.17,MYLK,-20.875,-69.275,27.925
ENSG00000101265.14,RASSF2,-21.17,-38.77,-2.0703
ENSG00000150687.10,PRSS23,-22.311,-40.211,-3.6105
ENSG00000079819.15,EPB41L2,-23.328000000000003,-51.828,4.9722
ENSG00000152402.9,GUCY1A2,-23.881999999999998,-53.782,5.718
ENSG00000143248.11,RGS5,-28.487,-55.086999999999996,2.9125
ENSG00000213949.7,ITGA1,-29.84,-77.64,22.46
ENSG00000144724.17,PTPRG,-30.063000000000002,-53.563,-5.5628
ENSG00000196159.10,FAT4,-30.666999999999998,-58.067,-2.9666
ENSG00000163453.10,IGFBP7,-32.357,-59.657,-3.6568
ENSG00000142192.19,APP,-37.454,-76.554,0.8459399999999999
ENSG00000151914.16,DST,-126.72,-332.82,75.182
ENSG00000115306.14,SPTBN1,-225.98,-536.58,84.821
